City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Derzhavinsk,KZ,2020-01-04 00:16:54,51.1,66.31,20.97,95,88,8.12
293,Isabela,PH,2020-01-04 00:16:55,10.2,122.99,73.96,85,64,13.29
294,Zhaotong,CN,2020-01-04 00:16:55,27.34,103.71,37.49,94,38,1.41
295,Ornskoldsvik,SE,2020-01-04 00:16:55,63.29,18.72,33.8,54,62,17.22
296,Hasaki,JP,2020-01-04 00:16:08,35.73,140.83,41.0,75,20,2.24
297,Roebourne,AU,2020-01-04 00:16:55,-20.77,117.15,85.42,67,0,13.18
298,Kenai,US,2020-01-04 00:16:56,60.55,-151.26,12.0,72,90,14.99
299,Den Helder,NL,2020-01-04 00:16:56,52.96,4.76,45.0,81,90,16.11
300,Eyl,SO,2020-01-04 00:16:56,7.98,49.82,77.85,80,94,18.1
301,Qaqortoq,GL,2020-01-04 00:16:56,60.72,-46.03,33.8,34,100,40.26
302,Tezu,IN,2020-01-04 00:16:57,27.93,96.16,54.64,99,100,1.3
303,Kuressaare,EE,2020-01-04 00:16:57,58.21,25.84,37.4,93,63,10.29
304,Palmer,AU,2020-01-04 00:16:57,-34.85,139.16,71.01,72,75,14.99
305,Gorontalo,ID,2020-01-04 00:16:57,0.54,123.06,77.86,89,100,4.0
306,Oussouye,SN,2020-01-04 00:16:58,12.49,-16.54,73.4,49,98,4.7
307,Srivardhan,IN,2020-01-04 00:16:58,18.03,73.02,66.33,78,2,7.05
308,Kloulklubed,PW,2020-01-04 00:16:58,7.04,134.26,82.4,74,90,10.29
309,Clemmons,US,2020-01-04 00:16:58,36.02,-80.38,53.01,100,40,4.5
310,Adrar,DZ,2020-01-04 00:16:59,27.87,-0.29,46.4,36,100,9.17
311,Hofn,IS,2020-01-04 00:16:59,64.25,-15.21,29.79,58,72,7.36
312,Muros,ES,2020-01-04 00:16:59,42.77,-9.06,51.01,100,90,2.24
313,Labytnangi,RU,2020-01-04 00:16:59,66.66,66.39,-0.72,99,97,3.36
314,Wadi Maliz,TN,2020-01-04 00:17:00,36.47,8.55,48.2,93,0,3.36
315,Portland,US,2020-01-04 00:15:13,43.66,-70.25,42.8,86,90,11.21
316,Polyarnyy,RU,2020-01-04 00:17:00,69.2,33.45,30.2,68,75,13.42
317,Dergaon,IN,2020-01-04 00:17:00,26.71,93.97,55.8,97,92,3.04
318,Mount Isa,AU,2020-01-04 00:17:01,-20.73,139.49,91.4,36,0,10.29
319,Juazeiro,BR,2020-01-04 00:17:01,-9.43,-40.51,78.8,74,95,4.7
320,Makat,KZ,2020-01-04 00:17:01,47.65,53.35,25.57,86,29,8.5
321,Vao,EE,2020-01-04 00:17:01,59.1,26.19,33.24,75,61,8.19
322,Soe,EE,2020-01-04 00:17:02,57.91,26.05,37.4,93,63,10.29
323,Datu Paglas,PH,2020-01-04 00:17:02,6.75,124.87,72.68,73,60,1.86
324,Lompoc,US,2020-01-04 00:17:02,34.64,-120.46,68.0,55,40,8.05
325,Broome,GB,2020-01-04 00:17:02,52.47,1.45,41.0,86,81,12.75
326,Manokwari,ID,2020-01-04 00:15:18,-0.87,134.08,78.42,75,96,2.35
327,Ati,TD,2020-01-04 00:17:03,13.21,18.34,61.56,24,0,13.89
328,Fond Du Lac,US,2020-01-04 00:12:43,43.77,-88.45,33.01,87,90,5.82
329,Mombetsu,JP,2020-01-04 00:12:15,44.35,143.35,21.47,66,83,24.07
330,Fasa,IR,2020-01-04 00:17:03,28.94,53.65,50.0,93,90,3.98
331,Maumere,ID,2020-01-04 00:17:04,-8.63,122.22,78.44,88,100,11.25
332,Labuhan,ID,2020-01-04 00:17:04,-2.54,115.51,76.77,89,76,1.48
333,Novoseleznevo,RU,2020-01-04 00:17:04,55.68,69.21,12.52,92,100,15.9
334,Aksarka,RU,2020-01-04 00:17:04,66.56,67.8,3.87,97,94,9.13
335,Rosetta,EG,2020-01-04 00:17:05,31.4,30.42,51.8,87,40,13.87
336,Itarema,BR,2020-01-04 00:17:05,-2.92,-39.92,79.52,82,97,6.11
337,Dumingag,PH,2020-01-04 00:17:05,8.15,123.34,77.56,78,70,1.61
338,Pacific Grove,US,2020-01-04 00:13:28,36.62,-121.92,64.99,48,1,7.78
339,Seoul,KR,2020-01-04 00:15:17,37.57,126.98,32.0,92,75,3.36
340,Lorengau,PG,2020-01-04 00:17:06,-2.02,147.27,84.61,72,98,5.64
341,Bambanglipuro,ID,2020-01-04 00:17:06,-7.95,110.28,77.41,87,100,8.97
342,Saint George,GR,2020-01-04 00:16:53,39.45,22.34,37.99,59,20,4.7
343,Benguela,AO,2020-01-04 00:17:06,-12.58,13.4,77.2,87,100,3.94
344,Rognan,NO,2020-01-04 00:17:07,67.1,15.4,32.0,96,75,12.75
345,Marica,BR,2020-01-04 00:17:07,-22.92,-42.82,75.2,94,90,5.82
346,Berdigestyakh,RU,2020-01-04 00:17:07,62.1,126.7,-22.04,97,98,5.53
347,Kruisfontein,ZA,2020-01-04 00:14:05,-34.0,24.73,67.3,91,50,2.26
348,Havelock,US,2020-01-04 00:16:14,34.88,-76.9,71.6,88,90,20.8
349,Ucluelet,CA,2020-01-04 00:14:10,48.94,-125.55,51.01,100,90,22.39
350,Santa Flavia,CL,2020-01-04 00:17:08,-51.55,-72.35,48.2,76,40,23.04
351,Akropong,GH,2020-01-04 00:17:09,5.97,-0.09,78.8,44,24,5.82
352,Ponta Do Sol,BR,2020-01-04 00:17:14,-20.63,-46.0,69.44,94,96,7.45
353,Byron Bay,AU,2020-01-04 00:16:58,-28.65,153.62,87.01,57,3,14.99
354,Chicama,PE,2020-01-04 00:17:05,-7.84,-79.15,71.6,78,75,10.29
355,Haines Junction,CA,2020-01-04 00:17:14,60.75,-137.51,-7.71,99,99,6.13
356,Dong Xoai,VN,2020-01-04 00:15:18,11.53,106.92,69.46,75,100,3.15
357,Segovia,ES,2020-01-04 00:17:15,40.95,-4.12,39.99,100,90,3.36
358,Guerrero Negro,MX,2020-01-04 00:17:15,27.97,-114.04,67.57,32,0,8.03
359,Morondava,MG,2020-01-04 00:17:16,-20.3,44.28,74.62,95,15,5.48
360,Kenitra,MA,2020-01-04 00:17:16,34.26,-6.57,48.2,100,40,6.93
361,Gold Coast,AU,2020-01-04 00:13:04,-28.0,153.41,88.0,51,0,5.01
362,Oudtshoorn,ZA,2020-01-04 00:17:17,-33.59,22.2,66.2,93,14,4.7
363,Aguas Formosas,BR,2020-01-04 00:17:17,-17.08,-40.94,70.57,93,97,3.6
364,Balkhash,KZ,2020-01-04 00:17:17,46.84,74.98,17.53,81,100,2.84
365,Krasnouralsk,RU,2020-01-04 00:17:17,58.36,60.04,24.03,90,97,11.01
366,Beidao,CN,2020-01-04 00:17:18,34.57,105.89,33.03,77,100,2.08
367,Primorsko,BG,2020-01-04 00:17:18,42.27,27.75,36.0,80,85,6.93
368,Colares,PT,2020-01-04 00:17:18,38.8,-9.45,55.99,76,0,5.82
369,Saint-Ambroise,CA,2020-01-04 00:17:18,48.56,-71.32,35.6,92,90,3.36
370,Walvis Bay,NA,2020-01-04 00:17:18,-22.95,14.51,61.0,87,16,8.05
371,Dunedin,NZ,2020-01-04 00:17:19,-45.87,170.5,55.99,52,75,28.99
372,Ihosy,MG,2020-01-04 00:17:19,-22.4,46.13,66.38,93,33,6.98
373,Berberati,CF,2020-01-04 00:17:19,4.26,15.79,66.7,30,100,2.8
374,Puerto Baquerizo Moreno,EC,2020-01-04 00:17:19,-0.9,-89.6,77.0,83,40,13.87
375,Manching,DE,2020-01-04 00:17:20,48.72,11.49,44.6,86,90,5.82
376,Singaraja,ID,2020-01-04 00:17:20,-8.11,115.08,82.92,79,100,16.04
377,Ostrovnoy,RU,2020-01-04 00:17:20,68.05,39.51,31.26,83,95,22.59
378,The Valley,AI,2020-01-04 00:12:46,18.22,-63.06,79.0,73,40,6.93
379,Vila Franca Do Campo,PT,2020-01-04 00:17:20,37.72,-25.43,62.6,77,75,9.17
380,Jacareacanga,BR,2020-01-04 00:17:21,-6.22,-57.76,72.25,99,100,3.04
381,Campoverde,EC,2020-01-04 00:17:21,-0.91,-78.62,55.0,93,40,4.97
382,College,US,2020-01-04 00:17:22,64.86,-147.8,-5.01,74,1,3.49
383,Upata,VE,2020-01-04 00:17:22,8.02,-62.41,72.25,74,17,4.68
384,Pangnirtung,CA,2020-01-04 00:14:06,66.15,-65.72,5.0,84,90,2.24
385,Lakatoro,VU,2020-01-04 00:17:22,-16.11,167.42,80.74,75,11,13.02
386,Kaeo,NZ,2020-01-04 00:17:22,-35.1,173.78,72.0,52,90,13.0
387,Medvedka,RU,2020-01-04 00:17:23,61.17,46.39,32.23,87,100,12.19
388,Dinguiraye,GN,2020-01-04 00:17:23,11.29,-10.71,62.24,19,11,2.21
389,Husavik,CA,2020-01-04 00:16:17,50.56,-96.99,30.0,92,89,5.01
390,Tupik,RU,2020-01-04 00:17:23,54.43,119.94,-13.74,91,18,2.71
391,Katobu,ID,2020-01-04 00:17:24,-4.94,122.53,81.63,81,100,2.73
392,Powell River,CA,2020-01-04 00:17:24,49.84,-124.52,53.01,100,90,18.34
393,Sri Aman,MY,2020-01-04 00:17:24,1.24,111.46,73.4,100,100,0.6
394,La Ronge,CA,2020-01-04 00:17:24,55.1,-105.3,15.8,72,90,8.05
395,Keffi,NG,2020-01-04 00:17:24,8.85,7.88,67.95,29,97,6.24
396,Floresta,BR,2020-01-04 00:17:25,-8.6,-38.57,87.04,41,75,8.59
397,Bubaque,GW,2020-01-04 00:17:25,11.28,-15.83,78.94,64,36,11.74
398,Preobrazheniye,RU,2020-01-04 00:17:25,42.9,133.91,12.54,55,100,5.97
399,Cidreira,BR,2020-01-04 00:17:16,-30.17,-50.22,72.9,79,8,27.09
400,Farah,AF,2020-01-04 00:17:26,32.37,62.11,47.71,66,18,1.28
401,Tommot,RU,2020-01-04 00:17:26,58.97,126.27,3.27,97,100,2.77
402,Yuci,CN,2020-01-04 00:17:27,37.68,112.73,21.2,79,6,2.24
403,Pitimbu,BR,2020-01-04 00:17:27,-7.47,-34.81,78.8,83,20,8.05
404,Chegdomyn,RU,2020-01-04 00:17:27,51.13,133.04,-27.15,96,5,0.92
405,Sur,OM,2020-01-04 00:17:28,22.57,59.53,68.14,67,0,6.89
406,Sao Filipe,CV,2020-01-04 00:17:28,14.9,-24.5,72.07,68,93,10.92
407,Tela,HN,2020-01-04 00:17:28,15.78,-87.45,84.2,78,5,9.17
408,Willowmore,ZA,2020-01-04 00:17:29,-33.3,23.49,63.16,77,56,5.12
409,Bosaso,SO,2020-01-04 00:17:29,11.28,49.18,76.77,76,64,11.72
410,Hami,CN,2020-01-04 00:17:29,42.84,93.51,14.85,66,0,2.75
411,Sao Joao Da Barra,BR,2020-01-04 00:17:29,-21.64,-41.05,76.12,90,98,6.15
412,Kalna,IN,2020-01-04 00:17:29,23.22,88.36,59.0,93,90,3.36
413,Two Hills,CA,2020-01-04 00:17:30,53.71,-111.75,14.7,93,100,11.74
414,Sept-Iles,CA,2020-01-04 00:17:30,50.2,-66.38,21.99,79,90,4.7
415,Deming,US,2020-01-04 00:14:16,32.27,-107.76,50.0,21,1,6.93
416,Port Macquarie,AU,2020-01-04 00:17:31,-31.43,152.91,98.01,45,0,4.7
417,Kedrovyy,RU,2020-01-04 00:17:31,56.17,91.82,30.2,86,40,8.95
418,Kamenka,MD,2020-01-04 00:17:31,48.03,28.7,21.0,89,22,2.46
419,Chokurdakh,RU,2020-01-04 00:17:31,70.62,147.9,-17.28,96,29,5.99
420,Venezuela,CU,2020-01-04 00:17:32,21.74,-78.8,77.95,74,50,4.07
421,Grenada,US,2020-01-04 00:17:32,33.77,-89.81,59.0,100,90,3.36
422,Yarmouth,CA,2020-01-04 00:17:32,43.84,-66.12,41.0,93,90,3.36
423,Yakeshi,CN,2020-01-04 00:17:33,49.28,120.73,-13.79,100,0,2.46
424,Shubarkuduk,KZ,2020-01-04 00:17:33,49.15,56.49,12.25,91,74,6.13
425,Hit,IQ,2020-01-04 00:17:33,33.64,42.83,51.46,60,0,3.69
426,Belyy Yar,RU,2020-01-04 00:16:46,53.6,91.39,8.6,92,90,5.7
427,Pochutla,MX,2020-01-04 00:17:33,15.74,-96.47,84.2,69,75,8.05
428,Karpogory,RU,2020-01-04 00:17:34,64.0,44.44,34.75,99,100,13.58
429,Matay,EG,2020-01-04 00:17:34,28.42,30.79,42.46,63,0,8.59
430,Bundaberg,AU,2020-01-04 00:17:34,-24.87,152.35,86.0,54,75,12.75
431,Tuensang,IN,2020-01-04 00:17:34,26.24,94.81,43.63,97,100,1.39
432,Trapani,IT,2020-01-04 00:17:35,38.02,12.54,59.0,66,40,2.24
433,Rafaela,AR,2020-01-04 00:15:07,-31.25,-61.49,78.01,41,0,1.01
434,Xiaolingwei,CN,2020-01-04 00:17:35,32.03,118.85,48.99,100,90,8.95
435,Gorom-Gorom,BF,2020-01-04 00:17:35,14.45,-0.24,57.56,19,0,11.99
436,Jiuquan,CN,2020-01-04 00:17:35,39.73,98.49,17.89,43,100,1.01
437,Georgetown,GY,2020-01-04 00:13:57,6.8,-58.16,80.6,74,20,4.7
438,Iqaluit,CA,2020-01-04 00:17:36,63.75,-68.52,6.8,84,75,2.24
439,Beeskow,DE,2020-01-04 00:17:36,52.17,14.25,41.0,86,40,13.87
440,Sauteurs,GD,2020-01-04 00:17:36,12.22,-61.63,77.0,78,20,11.48
441,Umm Lajj,SA,2020-01-04 00:16:46,25.02,37.27,54.73,59,0,10.78
442,Mehamn,NO,2020-01-04 00:17:00,71.03,27.85,27.82,84,59,10.38
443,Purpe,RU,2020-01-04 00:17:37,64.48,76.69,9.0,87,100,3.0
444,Nha Trang,VN,2020-01-04 00:17:37,12.24,109.19,78.8,69,75,16.11
445,Hualmay,PE,2020-01-04 00:17:37,-11.1,-77.61,70.02,77,90,5.86
446,Shelburne,CA,2020-01-04 00:17:08,44.08,-80.2,41.0,92,90,4.72
447,Lima,PE,2020-01-04 00:17:38,-12.06,-77.04,73.4,78,33,16.11
448,Petrovsk-Zabaykalskiy,RU,2020-01-04 00:17:38,51.27,108.84,0.64,89,10,5.32
449,Krasnosilka,UA,2020-01-04 00:17:39,50.15,27.08,31.05,76,0,10.18
450,Gotsu,JP,2020-01-04 00:17:39,35.01,132.22,42.8,75,75,8.05
451,Saurimo,AO,2020-01-04 00:17:39,-9.66,20.4,64.89,96,99,1.07
452,Pasni,PK,2020-01-04 00:17:39,25.26,63.48,64.04,84,30,2.06
453,Longyearbyen,NO,2020-01-04 00:17:40,78.22,15.63,6.8,60,75,5.82
454,Corinto,CO,2020-01-04 00:17:40,3.17,-76.26,77.0,65,20,9.17
455,Namibe,AO,2020-01-04 00:14:15,-15.19,12.15,72.14,95,100,3.0
456,Lhokseumawe,ID,2020-01-04 00:17:41,5.18,97.15,70.21,89,50,2.66
457,Ribeira Brava,PT,2020-01-04 00:17:41,32.65,-17.07,64.4,68,20,8.05
458,Kangaatsiaq,GL,2020-01-04 00:17:41,68.31,-53.46,17.58,59,100,6.08
459,Qeshm,IR,2020-01-04 00:17:41,26.96,56.27,60.8,87,40,4.7
460,Cap-Aux-Meules,CA,2020-01-04 00:17:42,47.38,-61.86,30.2,92,90,3.36
461,Conceicao Do Araguaia,BR,2020-01-04 00:17:42,-8.26,-49.26,72.84,97,100,7.81
462,Arman,RU,2020-01-04 00:16:04,59.7,150.17,22.14,69,100,33.04
463,Lingao,CN,2020-01-04 00:17:42,19.91,109.69,69.82,87,99,16.53
464,Najran,SA,2020-01-04 00:15:09,17.54,44.22,62.6,51,0,2.66
465,Moroni,GR,2020-01-04 00:17:43,35.09,24.92,53.6,58,75,17.22
466,Shrigonda,IN,2020-01-04 00:17:43,18.61,74.7,61.0,90,21,5.17
467,Nabire,ID,2020-01-04 00:17:43,-3.36,135.5,74.28,96,100,2.19
468,Ankazoabo,MG,2020-01-04 00:17:43,-22.29,44.51,71.8,81,35,2.8
469,Diego De Almagro,CL,2020-01-04 00:16:08,-26.39,-70.05,63.86,41,0,3.87
470,Conde,BR,2020-01-04 00:17:44,-11.81,-37.61,80.8,82,100,16.26
471,Buraydah,SA,2020-01-04 00:17:44,26.33,43.97,55.4,76,40,4.7
472,Krumovgrad,BG,2020-01-04 00:17:44,41.47,25.65,35.01,62,67,1.01
473,Tessalit,ML,2020-01-04 00:17:45,20.2,1.01,51.26,30,6,12.35
474,Grand-Santi,GF,2020-01-04 00:17:45,4.27,-54.38,73.63,80,65,3.56
475,Nanortalik,GL,2020-01-04 00:17:45,60.14,-45.24,29.34,64,96,10.18
476,Pyapon,MM,2020-01-04 00:16:41,16.29,95.68,69.37,72,0,6.17
477,Riyadh,SA,2020-01-04 00:17:45,24.63,46.72,68.0,42,0,3.36
478,Biscarrosse,FR,2020-01-04 00:17:46,44.41,-1.18,50.0,100,90,1.12
479,Tigil,RU,2020-01-04 00:17:46,57.8,158.67,27.36,66,4,24.99
480,Fruitville,US,2020-01-04 00:17:46,36.62,-91.77,48.99,81,90,8.05
481,Sulangan,PH,2020-01-04 00:17:46,11.14,123.72,80.65,78,81,13.62
482,Kulunda,RU,2020-01-04 00:17:47,52.57,78.94,11.48,96,78,7.18
483,Anadyr,RU,2020-01-04 00:17:47,64.73,177.51,-32.8,73,0,15.66
484,Kholm-Zhirkovskiy,RU,2020-01-04 00:17:47,55.52,33.47,28.4,91,58,12.3
485,Idrinskoye,RU,2020-01-04 00:17:47,54.37,92.14,6.91,84,69,3.4
486,Tabou,CI,2020-01-04 00:17:47,4.42,-7.36,72.57,71,17,2.15
487,Laja,CL,2020-01-04 00:17:48,-37.28,-72.71,71.6,60,0,17.22
488,Katangli,RU,2020-01-04 00:17:48,51.71,143.23,1.6,93,100,9.4
489,Broken Hill,AU,2020-01-04 00:17:48,-31.97,141.45,82.4,30,0,25.28
490,Sao Borja,BR,2020-01-04 00:17:49,-28.66,-56.0,77.43,52,10,11.48
491,Yashan,CN,2020-01-04 00:17:49,30.81,118.02,45.99,94,100,2.21
492,Unai,BR,2020-01-04 00:17:49,-16.36,-46.91,71.69,91,72,4.27
493,Birao,CF,2020-01-04 00:17:49,10.3,22.78,67.64,23,96,10.0
494,Tazovskiy,RU,2020-01-04 00:17:50,67.47,78.7,0.25,95,100,13.91
495,Miri,NG,2020-01-04 00:17:50,10.31,9.75,55.47,36,79,6.6
496,Dangara,IN,2020-01-04 00:17:50,29.68,75.89,49.23,53,0,2.37
497,Channel-Port Aux Basques,CA,2020-01-04 00:17:50,47.57,-59.14,29.08,88,0,8.95
498,Duldurga,RU,2020-01-04 00:17:51,50.67,113.59,2.95,83,16,3.65
499,Kilindoni,TZ,2020-01-04 00:17:51,-7.91,39.67,82.06,82,100,10.76
500,Quatre Cocos,MU,2020-01-04 00:17:51,-20.21,57.76,77.0,94,40,13.09
501,Gwadar,PK,2020-01-04 00:17:51,25.12,62.33,71.8,72,0,10.56
502,Puerto Escondido,MX,2020-01-04 00:17:51,15.86,-97.07,84.2,70,40,6.93
503,Trelew,AR,2020-01-04 00:17:52,-43.25,-65.31,86.22,21,57,9.15
504,Sioux Lookout,CA,2020-01-04 00:17:52,50.1,-91.92,17.6,85,90,4.7
505,Chany,RU,2020-01-04 00:17:52,55.31,76.76,-1.48,93,16,8.68
506,Hailin,CN,2020-01-04 00:17:52,44.57,129.38,2.84,91,100,2.51
507,Souillac,FR,2020-01-04 00:16:00,45.6,-0.6,48.99,100,90,4.7
508,Stromness,CA,2020-01-04 00:17:53,42.87,-79.55,43.0,93,90,4.54
509,Oskarshamn,SE,2020-01-04 00:17:53,57.26,16.44,39.2,80,61,14.99
510,Tsagan Aman,RU,2020-01-04 00:17:53,47.57,46.72,28.04,84,0,7.9
511,Sao Felix Do Xingu,BR,2020-01-04 00:17:54,-6.64,-51.99,71.13,99,100,3.2
512,Maple Valley,US,2020-01-04 00:17:54,47.37,-122.04,57.2,76,1,5.82
513,Maceio,BR,2020-01-04 00:15:01,-9.67,-35.74,77.0,88,33,6.93
514,Los Llanos De Aridane,ES,2020-01-04 00:17:54,28.66,-17.92,62.6,59,19,12.75
515,Tiarei,PF,2020-01-04 00:17:55,-17.53,-149.33,86.0,70,75,19.46
516,Nago,IT,2020-01-04 00:17:55,45.88,10.89,37.99,74,67,3.36
517,Calvia,ES,2020-01-04 00:17:55,39.57,2.51,53.01,87,100,3.36
518,Vila,IT,2020-01-04 00:16:47,45.18,8.4,39.99,100,49,5.82
519,Medak,IN,2020-01-04 00:17:55,18.05,78.27,66.99,71,42,1.01
520,Mateare,NI,2020-01-04 00:17:56,12.24,-86.43,82.4,69,40,9.17
521,Arona,IT,2020-01-04 00:17:56,45.76,8.56,41.0,100,13,5.82
522,Doha,QA,2020-01-04 00:15:30,25.29,51.53,71.6,83,0,9.17
523,Huilong,CN,2020-01-04 00:17:56,31.15,106.5,47.55,71,61,1.57
524,Boddam,GB,2020-01-04 00:17:57,57.47,-1.78,45.0,70,100,10.29
525,Oliveira Do Hospital,PT,2020-01-04 00:17:57,40.36,-7.86,50.0,95,55,4.12
526,Batemans Bay,AU,2020-01-04 00:17:57,-35.71,150.18,100.0,84,0,3.0
527,Chapais,CA,2020-01-04 00:17:57,49.78,-74.86,28.4,86,90,10.29
528,Yukhnov,RU,2020-01-04 00:17:57,54.74,35.23,27.57,87,66,12.68
529,Vostok,RU,2020-01-04 00:17:58,46.45,135.83,-11.16,94,11,4.7
530,Vrangel,RU,2020-01-04 00:17:58,42.73,133.08,21.96,60,100,15.03
531,Kuytun,RU,2020-01-04 00:17:58,54.34,101.51,11.19,83,36,4.09
532,Anantapur,IN,2020-01-04 00:17:03,14.68,77.61,72.39,79,84,3.36
533,Teahupoo,PF,2020-01-04 00:17:59,-17.83,-149.27,86.0,70,75,19.46
534,Agadez,NE,2020-01-04 00:17:59,16.97,7.99,59.0,30,1,10.29
535,Kinsale,IE,2020-01-04 00:17:59,51.71,-8.52,43.0,87,75,9.17
536,Gulabpura,IN,2020-01-04 00:17:59,25.91,74.66,49.84,79,1,6.35
537,Gwalior,IN,2020-01-04 00:18:00,26.2,78.16,51.17,90,0,0.89
538,Sambava,MG,2020-01-04 00:18:00,-14.27,50.17,72.27,97,100,2.3
539,Bilma,NE,2020-01-04 00:18:00,18.69,12.92,48.65,44,0,10.58
540,Nome,US,2020-01-04 00:18:01,30.04,-94.42,64.4,82,1,20.8
541,Pitkyaranta,RU,2020-01-04 00:18:01,61.57,31.48,35.69,80,100,16.02
542,Nokia,FI,2020-01-04 00:18:01,61.48,23.51,32.0,86,75,12.75
543,Ayan,IR,2020-01-04 00:18:01,38.23,44.7,15.57,76,98,4.29
544,Amurzet,CN,2020-01-04 00:18:02,47.69,131.09,-0.83,82,61,10.0
545,Faya,SA,2020-01-04 00:16:52,18.39,42.45,57.2,54,0,5.57
546,Grande Prairie,CA,2020-01-04 00:14:19,55.17,-118.79,21.2,92,90,11.41
547,Centralia,US,2020-01-04 00:18:03,46.72,-122.96,59.0,47,40,8.05
548,Kitimat,CA,2020-01-04 00:18:03,54.02,-128.69,28.4,92,90,17.22
549,Bathsheba,BB,2020-01-04 00:18:03,13.22,-59.52,78.8,74,20,6.93
550,Trairi,BR,2020-01-04 00:18:04,-3.28,-39.27,76.71,88,79,2.55
551,Blackwater,GB,2020-01-04 00:18:04,51.33,-0.78,42.01,80,84,8.05
552,Denpasar,ID,2020-01-04 00:15:08,-8.65,115.22,84.2,79,20,13.87
553,Lalmohan,BD,2020-01-04 00:18:05,22.34,90.74,62.96,93,89,5.53
554,Touros,BR,2020-01-04 00:17:06,-5.2,-35.46,80.6,78,75,11.41
555,Rapid Valley,US,2020-01-04 00:18:05,44.06,-103.15,33.8,64,90,9.17
556,Miyako,JP,2020-01-04 00:18:05,33.63,130.94,45.0,87,20,6.93
557,Rawson,AR,2020-01-04 00:17:46,-43.3,-65.11,74.75,52,75,12.41
558,Westport,US,2020-01-04 00:18:06,41.14,-73.36,48.0,93,75,4.7
559,Pundaguitan,PH,2020-01-04 00:18:06,6.37,126.17,78.49,76,44,6.73
560,Killorglin,IE,2020-01-04 00:18:06,52.1,-9.78,45.43,81,91,10.29
561,Pierre,US,2020-01-04 00:14:12,44.37,-100.35,27.0,68,1,4.7
562,Ercis,TR,2020-01-04 00:18:07,39.03,43.36,30.2,68,75,2.24
563,Marshall,US,2020-01-04 00:18:07,39.12,-93.2,46.0,70,75,9.17
564,Guiratinga,BR,2020-01-04 00:18:07,-16.35,-53.76,74.89,89,62,0.78
565,Salta,AR,2020-01-04 00:13:13,-24.79,-65.41,80.6,73,75,3.36
566,Escalerillas,MX,2020-01-04 00:18:08,19.14,-100.12,63.0,30,90,6.93
567,Tari,NG,2020-01-04 00:18:08,12.41,4.49,60.76,20,3,13.69
568,Roald,NO,2020-01-04 00:18:08,62.58,6.12,37.4,67,90,28.86
569,Shimoda,JP,2020-01-04 00:17:28,34.7,138.93,50.0,61,75,9.17
570,Yerbogachen,RU,2020-01-04 00:18:09,61.28,108.01,12.51,96,100,3.8
571,Sorland,NO,2020-01-04 00:18:09,67.67,12.69,30.2,100,75,11.41
572,Kandrian,PG,2020-01-04 00:18:09,-6.21,149.55,77.02,94,100,4.9
573,Vila Velha,BR,2020-01-04 00:18:09,-3.71,-38.6,86.0,74,48,6.93
574,Groningen,NL,2020-01-04 00:18:10,53.22,6.57,42.01,93,40,8.05
575,Bergen,NO,2020-01-04 00:18:10,60.39,5.33,36.0,80,75,29.97
576,Atambua,ID,2020-01-04 00:17:51,-9.11,124.89,74.32,95,78,3.62
577,La Romana,DO,2020-01-04 00:17:08,18.43,-68.97,78.8,88,75,10.07
578,Novikovo,RU,2020-01-04 00:18:10,51.15,37.89,27.79,90,21,11.25
579,Nagothana,IN,2020-01-04 00:18:11,18.54,73.14,68.0,68,2,5.82
580,Sawakin,SD,2020-01-04 00:18:11,19.1,37.33,75.6,88,98,21.36
581,Hasan Abdal,IR,2020-01-04 00:18:11,36.62,48.54,28.53,97,100,4.85
582,Argostolion,GR,2020-01-04 00:18:11,38.18,20.49,56.44,58,27,12.28
583,Quepos,CR,2020-01-04 00:15:05,9.43,-84.16,75.2,69,40,4.7
584,Kertosono,ID,2020-01-04 00:18:12,-7.59,112.11,79.25,83,66,4.09
585,Marsh Harbour,BS,2020-01-04 00:18:12,26.54,-77.06,75.99,81,99,11.21
586,Ambilobe,MG,2020-01-04 00:18:12,-13.19,49.05,77.23,89,100,1.7
